    id     |                                           name                                            |       avg_amount       
 C00356378 | TEXANS FOR SENATOR JOHN CORNYN INC                                                        |  7500.0000000000000000
 C00359380 | FRIENDS OF JACK KINGSTON                                                                  |  6000.0000000000000000
 C00359539 | EXPERT COMMUNICATIONS & TRAINING INC                                                      | 12031.0000000000000000
 C00359539 | MAMMEN GROUP, INC.                                                                        | 12411.0000000000000000
 C00359539 | US POSTMASTER                                                                             | 11852.0000000000000000
 C00361535 | MICA FOR CONGRESS                                                                         |  7500.0000000000000000
 C00364158 | BUYING TIME, LLC                                                                          |     17500.000000000000
 C00364158 | EXPERT COMMUNICATIONS & TRAINING, INC.                                                    |     25000.000000000000
 C00364158 | LET'S GET TO WORK PRODUCTIONS, LLC                                                        | 10000.0000000000000000
 C00364158 | MAMMEN GROUP, INC.                                                                        |     16941.000000000000
 C00366948 | STEPHEN F LYNCH FOR SENATE                                                                |    247873.333333333333
 C00370007 | FLETCHER ROWLEY, INC.                                                                     |     81263.000000000000
 C00370007 | MISSION CONTROL, INC.                                                                     |     33332.666666666667
 C00381996 | AMS COMMUNICATIONS, INC                                                                   |     24761.111111111111
 C00382424 | BUYING TIME, LLC                                                                          |     47500.000000000000
 C00382424 | MENTZER MEDIA SERVICES, INC.                                                              |     92000.000000000000
 C00382424 | PREVAIL STRATEGIES                                                                        |  8000.0000000000000000
 C00388181 | CORY BOOKER FOR SENATE                                                                    | 10000.0000000000000000
 C00392134 | ENZI VICTORY COMMITTEE                                                                    |  7466.0000000000000000
 C00392266 | STREUSAND, BENJAMIN EARL                                                                  |     25000.000000000000
 C00394452 | DENHAM FOR CONGRESS                                                                       |  5200.0000000000000000
 C00400432 | PETERS FOR MICHIGAN                                                                       | 10000.0000000000000000
 C00401786 | AINSLEY SHEA                                                                              |  6917.0000000000000000
 C00401786 | CAMPAIGN GRID                                                                             |     20500.000000000000
 C00401786 | NCC MEDIA                                                                                 | 15283.0000000000000000
 C00408500 | COTTON FOR SENATE                                                                         |  5200.0000000000000000
 C00409441 | BRALEY FOR IOWA                                                                           |  5443.0000000000000000
 C00409714 | STEPHEN LYNCH FOR SENATE                                                                  | 10000.0000000000000000
 C00411553 | BUYING TIME, LLC                                                                          |     25000.000000000000
 C00415166 | 2014 SENATORS CLASSIC COMMITTEE                                                           |  7500.0000000000000000
 C00418095 | FRIENDS OF SCHUMER                                                                        |  5200.0000000000000000
 C00423095 | EDMONDS ASSOCIATES                                                                        | 13040.0000000000000000
 C00427617 | GOOGLE ADS                                                                                | 10498.0000000000000000
 C00427617 | LOS ANGELES TIMES                                                                         |  9288.0000000000000000
 C00428649 | Grassroots Strategies, Inc.                                                               |  5832.6666666666666667
 C00430256 | BOEHNER FOR SPEAKER                                                                       | 10000.0000000000000000
 C00430876 | MACK SUMNER COMMUNICATIONS                                                                |     30838.500000000000
 C00430884 | BOEHNER FOR SPEAKER                                                                       | 10000.0000000000000000
 C00431379 | FRIENDS OF CHRIS DODD                                                                     |  5802.0000000000000000
 C00432260 | BIG EYE DIRECT                                                                            |  7263.4285714285714286
 C00432815 | EMANUEL, RAHM                                                                             |     25000.000000000000
 C00433805 | MCHENRY LEADERSHIP FUND                                                                   | 15000.0000000000000000
 C00433805 | STIVERS VICTORY COMMITTEE                                                                 |  7000.0000000000000000
 C00437517 | RODNEY FOR CONGRESS                                                                       |  7000.0000000000000000
 C00441352 | BOEHNER FOR SPEAKER                                                                       | 10000.0000000000000000
 C00441352 | FRIENDS OF DAVE JOYCE                                                                     | 10000.0000000000000000
 C00443168 | FRESHMAN AGRICULTURAL REPUBLICAN MEMBERS TRUST AKA FARM TRUST                             |  7000.0000000000000000
 C00443168 | FRIENDS OF SCHUMER                                                                        | 10000.0000000000000000
 C00448696 | ALLEGIANCE DIRECT LLC                                                                     |     13815.214285714286
 C00448696 | ALLIANCE STRATEGIES GROUP INC.                                                            |     10966.296296296296
 C00448696 | ASG MARKETING                                                                             |     12277.941176470588
 C00448696 | CAMPAIGNHQ                                                                                | 12884.0000000000000000
 C00448696 | CONSERVATIVE CONNECTOR LLC                                                                |     14764.720000000000
 C00448696 | ENVISION PRINTERS/MARKETING                                                               |     15384.864864864865
 C00448696 | ENVISION PRINTERS/MARKETING,                                                              |     60126.000000000000
 C00448696 | JAMESTOWN ASSOCIATES                                                                      |     84294.000000000000
 C00448696 | MCLAUGHLIN & ASSOCIATES                                                                   |     50052.500000000000
 C00448696 | RAPID RESPONSE TELEVISION                                                                 |     22616.666666666667
 C00448696 | TOWNHALL MEDIA                                                                            |     20000.000000000000
 C00448696 | TWITTER, INC.                                                                             |     15000.000000000000
 C00448696 | VALLEY PRESS                                                                              | 10143.0000000000000000
 C00448696 | VICTORY PHONES                                                                            |  7604.5000000000000000
 C00448696 | VICTORY PROCESSING LLC                                                                    | 10500.0000000000000000
 C00449926 | MENTZER MEDIA SERVICES, INC.                                                              |     82500.000000000000
 C00449926 | NEBO MEDIA, INC.                                                                          |    306720.000000000000
 C00449926 | SMART MEDIA GROUP                                                                         |     80700.000000000000
 C00449926 | VICTORY ENTERPRISES                                                                       |  7720.0000000000000000
 C00451336 | RICHMOND, CEDRIC L                                                                        | 10000.0000000000000000
 C00451807 | BILL CASSIDY FOR US SENATE                                                                |    480583.400000000000
 C00454074 | CABLETIME                                                                                 |     24995.000000000000
 C00454074 | PREMIERE TRANSPORTATION                                                                   |     24500.000000000000
 C00454074 | RUSSO MARSH & ASSOCIATES, INC.                                                            |     37908.000000000000
 C00454793 | JACKIE SPEIER FOR CONGRESS                                                                |  6000.0000000000000000
 C00454793 | WALDEN FOR CONGRESS                                                                       | 10000.0000000000000000
 C00454942 | COMMUNITY IMPACT NEWSPAPER                                                                |  8550.0000000000000000
 C00457291 | ACTIVE ENGAGEMENT LLC                                                                     |  9891.3333333333333333
 C00457291 | AMERICAN LIBERTY GROUP LLC                                                                |  5078.0000000000000000
 C00457291 | EXPERT TELE-SERVICES INC                                                                  |     15500.000000000000
 C00457291 | GLOBAL ALLIANCE COMMUNICATIONS INC                                                        |  7000.0000000000000000
 C00457291 | STRATEGIC CAMPAIGN GROUP INC                                                              |     19087.500000000000
 C00458000 | MISSION CONTROL, INC.                                                                     |     32430.000000000000
 C00468009 | MARKEY COMMITTEE; THE                                                                     | 10000.0000000000000000
 C00473736 | FARENTHOLD, RANDOLPH BLAKE                                                                |  5045.0000000000000000
 C00473918 | ADELSTEIN LISTON                                                                          |    209084.416666666667
 C00473918 | BLUEPRINT INTERACTIVE                                                                     |     24315.000000000000
 C00473918 | BULLY PULPIT INTERACTIVE                                                                  |     50000.000000000000
 C00473918 | BULLY PULPIT INTERACTIVE LLC                                                              |    176300.000000000000
 C00473918 | MCKENNA PHILAJA                                                                           | 10455.0000000000000000
 C00473918 | MISSION CONTROL                                                                           |     12251.947368421053
 C00473918 | MOXIE MEDIA                                                                               |     16536.941176470588
 C00473918 | PIVOT GROUP                                                                               |     18488.055555555556
 C00473918 | SCREEN STRATEGIES MEDIA                                                                   |     90376.600000000000
 C00473918 | SKDKNICKERBOCKER                                                                          |     39452.500000000000
 C00473918 | SKD KNICKERBOCKER                                                                         |     22051.000000000000
 C00473918 | THE NEW MEDIA FIRM                                                                        |     82427.285714285714
 C00473918 | THE PIVOT GROUP                                                                           |     36450.312500000000
 C00473918 | THE STRATEGY GROUP                                                                        |     42454.142857142857
 C00473918 | WATERFRONT STRATEGIES                                                                     |    466748.400000000000
 C00475673 | FRESHMAN AGRICULTURAL REPUBLICAN MEMBERS TRUST AKA FARM TRUST                             |  7250.0000000000000000
 C00476192 | LANDRY FOR LOUISIANA ATTORNEY GENERAL                                                     | 10000.0000000000000000
 C00476226 | TIM SCOTT FOR SENATE                                                                      |    177500.000000000000
 C00481200 | CDR COMMUNICATIONS, INC.                                                                  |  6686.7500000000000000
 C00481200 | ON TIME MAILING SERVICES LLC 2009                                                         | 11070.0000000000000000
 C00481200 | THE PRINTING EXPRESS                                                                      |  5600.0000000000000000
 C00483693 | WATERFRONT STRATEGIES                                                                     |   1000000.000000000000
 C00483883 | BLACKTON PHILHOWER, JENNIE                                                                | 11600.0000000000000000
 C00483883 | THE CAMPAIGN WORKSHOP                                                                     | 14948.5000000000000000
 C00484253 | PRECISION NETWORK, LLC                                                                    |     28940.000000000000
 C00484253 | REVOLUTION MESSAGING, LLC                                                                 |     59295.000000000000
 C00484253 | WATERFRONT STRATEGIES INC.                                                                |    153951.000000000000
 C00484287 | AFL-CIO                                                                                   |  5978.0000000000000000
 C00484287 | AKPD MESSAGE & MEDIA LLC                                                                  |     58320.500000000000
 C00484287 | ALLIED UNION SERVICES                                                                     |  6068.0000000000000000
 C00484287 | BYNUM THOMPSON RYER                                                                       |     50000.000000000000
 C00484287 | COMMITTEE ON LETTER CARRIERS POLITICAL EDUCATION                                          |  6999.5000000000000000
 C00484287 | GRSC CONSULTING, LLC                                                                      |  5665.2857142857142857
 C00484287 | MACK-SUMNER COMMUNICATIONS, LLC.                                                          |     26787.000000000000
 C00484287 | NEW PARTNERS CONSULTING, INC.                                                             |     13724.785714285714
 C00484287 | THE PIVOT GROUP                                                                           |     30051.000000000000
 C00484287 | THE PIVOT GROUP, INC.                                                                     |     30279.000000000000
 C00484287 | WILDFIRE CONTACT, LLC                                                                     |     50664.500000000000
 C00484642 | AMBROSINO MUIR HANSEN CROUNSE                                                             |     18188.500000000000
 C00484642 | BLUEPRINT INTERACTIVE                                                                     |     53323.000000000000
 C00484642 | BULLY PULPIT INTERACTIVE                                                                  |     51558.100000000000
 C00484642 | DIXON/DAVIS MEDIA GROUP LLC                                                               |     17023.250000000000
 C00484642 | LANDMARK STRATEGIES, INC.                                                                 |     25000.000000000000
 C00484642 | MCKENNA PIHLAJA                                                                           | 13055.0000000000000000
 C00484642 | MESSAGE & MEDIA                                                                           |     20947.375000000000
 C00484642 | MISSION CONTROL, INC.                                                                     |     28489.294117647059
 C00484642 | OURSO BEYCHOK JOHNSON, INC.                                                               |     22136.363636363636
 C00484642 | PRISM COMMUNICATIONS                                                                      |     16531.000000000000
 C00484642 | RALSTON LAPP MEDIA                                                                        |     15424.578947368421
 C00484642 | SKDKNICKERBOCKER                                                                          |     26801.718750000000
 C00484642 | THE PIVOT GROUP, INC.                                                                     |     62552.750000000000
 C00484642 | WATERFRONT STRATEGIES                                                                     |    274466.898089171975
 C00484642 | WELL & LIGHTHOUSE, LLC                                                                    |     65670.272727272727
 C00484642 | WILDFIRE CONTACT LLC                                                                      |     20000.000000000000
 C00486845 | AMM POLITICAL STRATEGIES                                                                  |     33465.000000000000
 C00486845 | FREESTONE COMMUNICATIONS                                                                  |    212735.000000000000
 C00486845 | GBA STRATEGIES                                                                            | 18000.0000000000000000
 C00486845 | GLOBAL STRATEGY GROUP, LLC                                                                |     24800.000000000000
 C00486845 | MACK-SUMNER COMMUNICATIONS, LLC                                                           |     19435.800000000000
 C00486845 | MOORE CAMPAIGNS LLC                                                                       |    226639.000000000000
 C00486845 | NEXUS STRATEGIES, INC.                                                                    |  5500.0000000000000000
 C00486845 | RALSTON LAPP MEDIA                                                                        |     24834.500000000000
 C00486845 | STONES' PHONES, INC.                                                                      |    153676.250000000000
 C00486845 | TERRA STRATEGIES, LLC                                                                     |    385594.666666666667
 C00486845 | TERRA STRATEGIES, LLC,                                                                    |    179913.500000000000
 C00486845 | TERRIS, BARNES & WALTERS                                                                  |    143585.666666666667
 C00486845 | THE STRATEGY GROUP, INC                                                                   |    566626.666666666667
 C00486845 | WATERFRONT STRATEGIES                                                                     |    271099.500000000000
 C00486845 | WELL & LIGHTHOUSE, LLC                                                                    |    250000.000000000000
 C00486845 | WINNING CONNECTIONS, INC.                                                                 |     48132.000000000000
 C00486928 | NITA LOWEY FOR CONGRESS                                                                   |  7800.0000000000000000
 C00487363 | ARENA COMMUNICATIONS LLC                                                                  |     15697.454545454545
 C00487363 | CHATHAM LIGHT MEDIA LLC                                                                   |     16793.333333333333
 C00487363 | IMGE LLC                                                                                  |     20000.000000000000
 C00487363 | MAIN STREET MEDIA GROUP                                                                   |    524907.413793103448
 C00487363 | MCCARTHY HENNINGS WHALEN INC                                                              |     15527.866666666667
 C00487363 | MENTZER MEDIA SERVICES INC                                                                |    307508.000000000000
 C00487363 | OLSEN + COMPANY LP                                                                        |     61176.500000000000
 C00487363 | POLITICAL INK INC                                                                         |     16451.833333333333
 C00487363 | RICHARD SALES MEDIA LLC                                                                   |  6000.0000000000000000
 C00487363 | RISING TIDE MEDIA GROUP LLC                                                               | 12256.0000000000000000
 C00487363 | TARGETED VICTORY                                                                          |     59622.000000000000
 C00487363 | THINKFILM INC                                                                             |     13422.000000000000
 C00487363 | WILSON-GRAND COMMUNICATIONS                                                               |     13486.571428571429
 C00487470 | BASK DIGITAL MEDIA, LLC                                                                   |     40000.000000000000
 C00487470 | BATON ROUGE PRINTING                                                                      |  8627.0000000000000000
 C00487470 | BIG EYE DIRECT                                                                            | 12748.5000000000000000
 C00487470 | CLUB FOR GROWTH                                                                           |     47805.000000000000
 C00487470 | CLUB FOR GROWTH ACTION                                                                    | 11850.0000000000000000
 C00487470 | JAMESTOWN ASSOCIATES                                                                      |  9077.6666666666666667
 C00487470 | RED SEA, LLC                                                                              |    112404.523809523810
 C00487470 | SPECTRUM MARKETING COMPANIES                                                              | 12448.5000000000000000
 C00487470 | TARGET ENTERPRISES, LLC                                                                   |     88000.000000000000
 C00487470 | THOMAS GRAPHICS, INC.                                                                     |  8199.6363636363636364
 C00487827 | CLEAR CHANNEL                                                                             | 11574.0000000000000000
 C00487827 | GOOGLE                                                                                    |  6498.0000000000000000
 C00487827 | LOS ANGELES TIMES                                                                         | 10230.0000000000000000
 C00487827 | TIME WARNER CABLE MEDIA                                                                   |  9498.0000000000000000
 C00488338 | PUBLIC OPINION STRATEGIES                                                                 |  8875.0000000000000000
 C00488338 | STRATEGIC IMPACT                                                                          |     16873.312500000000
 C00488338 | THIRD WAVE COMMUNICATIONS, LLC                                                            |     81240.000000000000
 C00488429 | CANAL PARTNERS MEDIA                                                                      |     78000.000000000000
 C00488494 | NEXT GENERATION PUBLIC AFFAIRS INC                                                        |     53000.000000000000
 C00488494 | XPS PROFESSIONAL SERVICES                                                                 |     57155.714285714286
 C00488742 | DDC ADVOCACY                                                                              |     67000.000000000000
 C00488742 | FENN COMMUNICATIONS GROUP                                                                 |    278012.500000000000
 C00488742 | JKM CONSULTING                                                                            |     25212.500000000000
 C00488742 | MAJORITY STRATEGIES                                                                       |    256626.000000000000
 C00488742 | MEATH MEDIA GROUP                                                                         |     25445.416666666667
 C00488742 | MENTZER MEDIA SERVICES, INC                                                               |    309500.000000000000
 C00488742 | NMB RESEARCH LLC                                                                          |     27000.000000000000
 C00488742 | PETER D HART RESEARCH ASSOCIATES INC                                                      |     33025.000000000000
 C00488742 | PUBLIC OPINION STRATEGIES, LLC                                                            |     27812.500000000000
 C00488742 | RAFFERTY WEISS MEDIA                                                                      |     25000.000000000000
 C00488742 | STRATEGIC PARTNERS & MEDIA, INC                                                           |    220090.769230769231
 C00488742 | TERRIS BARNES & WALTERS                                                                   |    332459.666666666667
 C00488767 | 406 ENTERPRISES LLC                                                                       |     24978.000000000000
 C00488767 | ACCESS MEDIA SERVICES, INC.                                                               |    501537.500000000000
 C00488767 | CHATHAM LIGHT MEDIA, LLC                                                                  |  9950.0000000000000000
 C00488767 | GOVERNMENT INTEGRITY FUND                                                                 |     34006.000000000000
 C00488767 | JOBS AND PROGRESS FUND, INC.                                                              | 10000.0000000000000000
 C00488767 | PACES DIRECT LLC                                                                          |     60000.000000000000
 C00488940 | THE HOWARD AGENCY,                                                                        |  6771.0000000000000000
 C00489203 | ANN SMITH COMMUNICATIONS                                                                  |    318073.000000000000
 C00489203 | PARADISE FILMS, LLC                                                                       | 14598.0000000000000000
 C00489252 | ALLEGRA PRINT & IMAGING                                                                   |  6955.0000000000000000
 C00489617 | JAMESTOWN ASSOCIATES                                                                      | 13978.5000000000000000
 C00489625 | CCADVERTISING                                                                             |     16666.666666666667
 C00489625 | CRA LEADERSHIP PAC                                                                        |  9165.0000000000000000
 C00489625 | SALEM MEDIA REPS                                                                          | 10268.0000000000000000
 C00489625 | STRATEGIC MEDIA PLACEMENT INC.                                                            |     38671.000000000000
 C00489625 | STRATEGY GROUP FOR MEDIA                                                                  | 19662.0000000000000000
 C00489658 | LINEMARK PRINTING                                                                         |  6073.0000000000000000
 C00489799 | 76 WORDS                                                                                  |     32804.333333333333
 C00489799 | ANGLE MASTAGNI MATHEWS POLITICAL STRATEGIES LLC                                           |     31000.000000000000
 C00489799 | BLUEPRINT INTERACTIVE                                                                     |     36673.333333333333
 C00489799 | BULLY PULPIT INTERACTIVE                                                                  |     20000.000000000000
 C00489799 | COMMUNITY OUTREACH GROUP LLC                                                              |     49563.270270270270
 C00489799 | MOXIE MEDIA INC                                                                           |  5100.0000000000000000
 C00489799 | PLANNED PARENTHOOD HEALTH SYSTEMS ACTION FUND                                             |  5300.0000000000000000
 C00489799 | PLANNED PARENTHOOD VOTES NORTHWEST                                                        |  5750.0000000000000000
 C00489799 | RISING TIDE INTERACTIVE                                                                   |  9638.0000000000000000
 C00489799 | SCREEN STRATEGIES MEDIA                                                                   |    138225.750000000000
 C00489799 | STONES' PHONES                                                                            |     31409.000000000000
 C00489799 | STONE'S PHONES, INC.                                                                      |  9825.0000000000000000
 C00489799 | SWAY                                                                                      |     50642.500000000000
 C00489799 | THE DENVER POST                                                                           | 10507.5000000000000000
 C00489799 | THE FELDMAN GROUP INC.                                                                    |     15499.500000000000
 C00489799 | THE PIVOT GROUP                                                                           |  9857.0000000000000000
 C00489799 | THE STRATEGY GROUP                                                                        |     17297.909090909091
 C00489799 | WATERFRONT STRATEGIES                                                                     |    471884.000000000000
 C00489799 | WINNING CONNECTIONS INC.                                                                  | 12651.0000000000000000
 C00489799 | WORK FOR PROGRESS                                                                         |     55392.076923076923
 C00489815 | BUYING TIME                                                                               |    230000.000000000000
 C00489815 | CHAMBERS LOPEZ STRATEGIES LLC                                                             |    202492.000000000000
 C00489815 | DIXON/DAVIS MEDIA GROUP LLC                                                               | 10670.6666666666666667
 C00489815 | GUMBINNER DAVIES AND SIMPSON                                                              |     25372.833333333333
 C00489815 | HOPKINS SACHS                                                                             |     21569.750000000000
 C00489815 | MURPHY VOGEL ASKEW REILLY                                                                 | 10412.0000000000000000
 C00489815 | PRISM COMMUNICATIONS                                                                      |     25120.000000000000
 C00489815 | PRISM COMMUNICATIONS INC                                                                  |    490000.000000000000
 C00489815 | RALSON LAPP MEDIA                                                                         | 12555.0000000000000000
 C00489815 | WATERFRONT STRATEGIES                                                                     |    674910.142857142857
 C00489856 | ADVANTAGE DIRECT                                                                          |     68000.000000000000
 C00489856 | AMERICAN MEDIA & ADVOCACY GROUP                                                           |    215513.514285714286
 C00489856 | AMERICAN VIEWPOINT, INC.                                                                  |     32500.000000000000
 C00489856 | AXIS RESEARCH, INC.                                                                       |     36066.666666666667
 C00489856 | BASSWOOD RESEARCH                                                                         |     27330.000000000000
 C00489856 | CAMBRIDGE ANALYTICA                                                                       |    117500.000000000000
 C00489856 | CD, INC.                                                                                  |     15633.333333333333
 C00489856 | CHRIS MOTTOLA CONSULTING, INC.                                                            | 14433.0000000000000000
 C00489856 | CROSSROADS MEDIA, LLC                                                                     |    330657.454545454545
 C00489856 | DDC ADVOCACY                                                                              |     54898.578947368421
 C00489856 | FIRST TUESDAY PARTNERS, LLC                                                               |  9525.0000000000000000
 C00489856 | FP1 STRATEGIES, LLC                                                                       |  9556.2500000000000000
 C00489856 | HANSEN PRINTING & DESIGN GROUP, LLC                                                       |     30819.000000000000
 C00489856 | HARBINGER, LLC                                                                            | 18750.0000000000000000
 C00489856 | HARRIS MEDIA, LLC                                                                         |     19500.000000000000
 C00489856 | IMGE, LLC                                                                                 |     25000.000000000000
 C00489856 | MADISON MCQUEEN LLC                                                                       | 15000.0000000000000000
 C00489856 | MAJORITY STRATEGIES, INC.                                                                 |     35928.000000000000
 C00489856 | MCCARTHY HENNINGS MEDIA, INC.                                                             |     14388.500000000000
 C00489856 | MENTZER MEDIA SERVICES, INC.                                                              |    343937.352941176471
 C00489856 | NATIONAL RESEARCH, INC.                                                                   |     48000.000000000000
 C00489856 | NEYLAN & PARTNERS                                                                         |     64955.333333333333
 C00489856 | RED EAGLE MEDIA GROUP                                                                     |    749970.000000000000
 C00489856 | RESONATE NETWORKS                                                                         |     31250.000000000000
 C00489856 | RICK REED MEDIA, INC.                                                                     |     20247.857142857143
 C00489856 | SAFARI COMMUNICATIONS, LLC                                                                |     59500.000000000000
 C00489856 | SPECTRUM MARKETING COMPANIES                                                              |    159777.000000000000
 C00490193 | CORE GROUP ONE, INC.                                                                      |     54145.400000000000
 C00490847 | MOSAIC                                                                                    |     21549.000000000000
 C00491290 | CLIENT FIRST CONSULTING GROUP LLC                                                         |     15000.000000000000
 C00491373 | INFOCISION MANAGEMENT CORPORATION                                                         |     53066.000000000000
 C00492116 | CHRIS JONES CONSULTING                                                                    |     20018.000000000000
 C00492116 | NMB RESEARCH, LLC                                                                         |     38500.000000000000
 C00492116 | REVOLUTION MEDIA GROUP                                                                    |    120095.714285714286
 C00492421 | NANCY PELOSI FOR CONGRESS                                                                 |     20000.000000000000
 C00492520 | AFSCME                                                                                    |     13416.666666666667
 C00492553 | DMI                                                                                       | 11000.0000000000000000
 C00492561 | ED MARKEY FOR US SENATE                                                                   |  5200.0000000000000000
 C00492595 | BUYING TIME, LLC                                                                          |     50000.000000000000
 C00492595 | CANAL PARTNERS MEDIA LLC                                                                  |  6559.0000000000000000
 C00492595 | DS POLITICAL                                                                              |     17584.750000000000
 C00492595 | FORTUNE MEDIA, INC.                                                                       |  6255.0000000000000000
 C00492595 | MOXIE MEDIA, INC.                                                                         | 10000.0000000000000000
 C00492595 | THE CAMPAIGN NETWORK                                                                      | 10447.5000000000000000
 C00493221 | CD, INC.                                                                                  |     45698.333333333333
 C00493221 | DIVERSIFIED DIRECT, INC.                                                                  |     18465.000000000000
 C00493221 | POUND FEINSTEIN & ASSOCIATES                                                              |     38317.700000000000
 C00493221 | REVOLUTION MEDIA GROUP                                                                    |    107500.000000000000
 C00493221 | STRATEGIC PARTNERS & MEDIA                                                                |     26250.000000000000
 C00493262 | BRUSHFIRE STRATEGIES, LLC                                                                 |  8000.0000000000000000
 C00493924 | SABER COMMUNICATIONS INC.                                                                 | 12200.0000000000000000
 C00493924 | STRATEGIC MEDIA PLACEMENT INC.                                                            |    100000.000000000000
 C00494476 | RYAN FOR CONGRESS, INC.                                                                   |     23114.000000000000
 C00494674 | ROSKAM FOR CONGRESS COMMITTEE                                                             | 11800.0000000000000000
 C00495010 | WFAA ABC TV 8                                                                             |  9711.0000000000000000
 C00495028 | AMS COMMUNICATIONS, INC.                                                                  |     11480.923076923077
 C00495028 | CAPITOL RADIO TRAFFIC SYSTEMS                                                             |  6000.0000000000000000
 C00495028 | DIXON DAVIS MEDIA GROUP LLC                                                               |     21515.909090909091
 C00495028 | GUMBINNER DAVIES & SIMPSON COMMUNICATIONS                                                 |     25692.333333333333
 C00495028 | MACK-SUMNER COMMUNICATIONS, LLC                                                           |     13344.142857142857
 C00495028 | MISSION CONTROL, INC.                                                                     |     25138.361111111111
 C00495028 | MURPHY VOGEL ASKEW REILLY LLC                                                             |     11418.586206896552
 C00495028 | PANDORA MEDIA, INC.                                                                       | 10000.0000000000000000
 C00495028 | PUTNAM PARTNERS LLC                                                                       |     12880.500000000000
 C00495028 | RALSTON LAPP MEDIA                                                                        | 10155.5238095238095238
 C00495028 | RALSTON LAPP MEDIA,                                                                       |  8887.0000000000000000
 C00495028 | RISING TIDE INTERACTIVE                                                                   |     27500.000000000000
 C00495028 | RISING TIDE INTERACTIVE,                                                                  | 10000.0000000000000000
 C00495028 | SHORR JOHNSON MAGNUS                                                                      |     12018.133333333333
 C00495028 | SKDKNICKERBOCKER                                                                          |     22087.400000000000
 C00495028 | STONES' PHONES                                                                            |     13279.428571428571
 C00495028 | THE BAUGHMAN COMPANY, INC.                                                                |     15159.086956521739
 C00495028 | THE PIVOT GROUP                                                                           |     19826.086956521739
 C00495028 | THE STRATEGY GROUP                                                                        |     19274.705882352941
 C00495028 | THE STRATEGY GROUP,                                                                       |     19143.000000000000
 C00495028 | TWITTER, INC.                                                                             | 10702.0000000000000000
 C00495028 | WATERFRONT STRATEGIES                                                                     |    112090.122727272727
 C00495028 | WATERFRONT STRATEGIES,                                                                    |     93650.000000000000
 C00496349 | FARWELL GROUP                                                                             |     27254.000000000000
 C00496349 | JAMESTOWN ASSOCIATES                                                                      | 11955.0000000000000000
 C00496349 | MAGELLAN STRATEGIES                                                                       |  8300.0000000000000000
 C00496349 | THE FARWELL GROUP, INC                                                                    |     40000.000000000000
 C00496372 | MAJORITY STRATEGIES INC                                                                   |  9580.0666666666666667
 C00496406 | DUHAMEL BROADCASTING                                                                      |  7486.0000000000000000
 C00496406 | RESULTS RADIO                                                                             | 14924.0000000000000000
 C00496406 | RUSHMORE MEDIA COMPANY                                                                    |  9990.0000000000000000
 C00496406 | SOUTH DAKOTA NEWSPAPER SERVICES INC                                                       |     31202.500000000000
 C00496505 | GROUND GAME STRATEGIES                                                                    |  6193.0000000000000000
 C00497412 | JAMESON MEDIA                                                                             |  6000.0000000000000000
 C00497412 | ONMEDIA                                                                                   |  8419.0000000000000000
 C00497412 | ON MEDIA                                                                                  |  9454.5000000000000000
 C00497412 | RENO PRINT STORE                                                                          |     23539.500000000000
 C00497412 | WT & S CONSULTING                                                                         | 19000.0000000000000000
 C00498832 | TARGET ENTERPRISES                                                                        |    349293.333333333333
 C00499020 | AOL ADVERTISING LLC                                                                       |  7266.6666666666666667
 C00499020 | ARROWHEAD GRAPHICS, INC.                                                                  |     14006.454545454545
 C00499020 | BRIGHT ROLL                                                                               |  5875.0000000000000000
 C00499020 | FACEBOOK                                                                                  |  9131.3333333333333333
 C00499020 | GOOGLE, INC.                                                                              |  8438.1666666666666667
 C00499020 | MUNGO, LLC                                                                                | 11478.0000000000000000
 C00499020 | NEWS DISTRIBUTION NETWORK                                                                 |  6060.0000000000000000
 C00499020 | REBECCA HAGELIN COMMUNICATIONS                                                            |     16126.363636363636
 C00499020 | TARGETED CREATIVE                                                                         |  7631.0000000000000000
 C00499020 | TEXAS GOP STORE                                                                           |  7182.5000000000000000
 C00499020 | TOPPLE STRATEGIES                                                                         |     26305.538461538462
 C00499525 | CREATIVE DIRECT, LLC                                                                      |     11114.222222222222
